Time,Angle1,Angle2,AngularVel1,AngularVel2
2.648111343383789,-2.3098039603518763,2.212539816124176,0.2057610680760127,-17.805932854915483
2.6951088905334477,-1.897241682379034,0.8788838538769691,11.51634570418972,-28.99262257094612
2.709104537963867,-1.681896091087859,0.3614034315720524,15.386611613487425,-36.97438256269295
2.725109100341797,-1.4132584960816368,-0.2633562783237134,16.78506345019931,-39.03635070692782
2.742176055908203,-0.9401708438372348,-1.2410687555837967,27.71951039560941,-57.28687072840127
2.757188081741333,-0.7259190633276094,-1.602632700222011,14.27200984671872,-24.08495353373845
2.773186683654785,-0.50889781713228,-1.9051592400955453,13.565013203613171,-18.909561067280507
2.7902002334594727,-0.0175752982661364,-2.371220935950542,28.87830726135568,-27.393559909913066
2.8061885833740234,0.2660135564294755,-2.51486231839316,17.737218425368688,-8.984128018857758
2.8212358951568604,0.5665045957742718,-2.5974946345860865,19.96974899447081,-5.491500235090354
2.83819580078125,1.155196775123353,-2.562211414422384,34.71081693417542,2.080390123926313
2.8552253246307373,1.4108558459185048,-2.458244370966236,15.012696365133472,6.10510571963399
2.871227741241455,1.6075297121026808,-2.292398619289358,12.290260338082426,10.363794151303424
2.8872263431549072,1.8082673651972765,-1.816165222382953,12.547199697856652,29.76718837575253
2.902233600616455,1.8038344426273885,-1.495436567746428,-0.29538525485061,21.371570085893968
2.9182262420654297,1.734578014290762,-1.1114045954488585,-4.330518417335434,24.013042093317992
2.9332263469696045,1.6029639094340769,-0.6306284528578269,-8.774212293678985,32.051518683527526
2.949232816696167,1.1673003127188388,0.659321670933829,-27.21796899364141,80.58929581774066
2.964226484298706,0.9940444755820482,1.1596220369990644,-11.555267312145231,33.3674441322491
2.984228134155273,0.7323105830277875,1.9354466400311847,-13.085615158307675,38.78803041727005
3.0032293796539307,0.6245170872839092,2.273771442610188,-5.672970003545074,17.80540136713204
3.0262277126312256,0.4241814852483216,2.920503900421011,-8.710874924429032,28.120840690901773
3.044235944747925,0.2099283254095781,-2.7135191258086504,-11.897512118364151,36.04808493932896
3.060228109359741,0.0909066068600503,-2.3655424205510736,-7.442502090153837,21.759199814668072
3.0782339572906494,-0.0404337316152749,-1.9924136901853933,-7.294315656741222,20.722641432796976
3.09423565864563,-0.3796131214321224,-1.0822719038185966,-21.19645794484717,56.877813563463285
3.110229730606079,-0.6302458785394858,-0.4248250584012242,-15.670353223815551,41.10565758633157
3.1242353916168213,-0.9390233627609684,0.3862679020098183,-22.0466198621153,57.91179436578847
3.1422278881073,-1.3123198042581004,1.4970290918642637,-20.74733996445004,61.73468981596028
3.1572282314300537,-1.3993566111653304,1.8866787136698275,-5.8023209892272645,25.97604690917357
3.172234535217285,-1.4171282285397984,2.223879893327264,-1.1842767963680354,22.47063530356848
3.187225818634033,-1.3677035947153566,2.5265385011934764,3.296891430204384,20.188972448355337
3.2042324542999268,-1.099705263732434,3.045385100066168,15.75845665468024,30.508479693795447
3.2192325592041016,-0.9104047651499892,-3.011021755993016,12.61994497983538,15.118457675405065
3.234227418899536,-0.7193128467335358,-2.790792921003951,12.743828371707565,14.686955360850552
3.250225305557251,-0.5491103514781809,-2.573688901985146,10.639061202079228,13.5707936719322
3.266225576400757,-0.3226714855926779,-2.069087109854403,14.152189553554292,31.537078157370637
3.280231714248657,-0.2741674511196591,-1.7647512241369547,3.46305562602255,21.7287512819296
3.29522705078125,-0.2798230851665211,-1.3988582289711518,-0.3771595278685012,24.400452392016984
3.310227870941162,-0.3469912347530352,-0.9358508404266066,-4.477631814159931,30.865471594804983
3.3272268772125244,-0.6848689071866773,0.3994817885863821,-19.8763190647711,78.55356999676987
3.3427560329437256,-0.80203028142423,0.9760832493072308,-7.544606819941423,37.13025168279697
3.3597512245178223,-0.8247476887154712,1.3743220377207266,-1.3366961585691115,23.43243891527965
3.375755786895752,-0.6492094017475359,1.9046245147644536,10.96801542102787,33.13445657064731
3.3917477130889893,-0.4681223484617168,2.057552636608921,11.323654892954517,9.562833144461226
3.4067471027374268,-0.2556104522180749,2.131731880788593,14.168036248446915,4.945484177577809
3.424748420715332,0.2188271862397389,2.060628877645,26.355716789189337,-3.9498776273417495
3.438753604888916,0.446785329609396,1.94022647973568,16.276697296107148,-8.596987830864707
3.4547550678253174,0.6584403446089718,1.7666433071489207,13.227229025296596,-10.847956419777
3.469749212265014,0.8548172126179691,1.5448916872088905,13.096903847950534,-14.789214605198753
3.485745906829834,1.226371294579501,0.9902119847933076,23.226928566772187,-34.674644825404094
3.5027458667755127,1.4161534546707673,0.6418432510229631,11.163682779117844,-20.49232673979904
3.517754077911377,1.602943527476189,0.2528192409325214,12.445858544664276,-25.920744755570063
3.53475284576416,1.955635748092978,-0.5509951477176939,20.74810501980253,-47.286626631506536
3.550753116607666,2.084171424634952,-0.8620264733072827,8.03334379768598,-19.43912878923729
3.565753698348999,2.1802459493992545,-1.1384914218789437,6.404719924933081,-18.43028179433082
3.582749366760254,2.2954604306902207,-1.5930767618239434,6.779049726262529,-26.74712926524054
3.5987484455108643,2.311408927591977,-1.7861994702692598,0.9968384524107714,-12.070864295105052
3.6137466430664062,2.298868787815379,-1.96913589461714,-0.8361097878701149,-12.197227278172688
3.629754304885864,2.1703140231415525,-2.275222828795502,-8.030827120395712,-19.12127690043404
3.645753860473633,2.044016340412203,-2.392768171949653,-7.893824427592381,-7.34678800978778
3.660750150680542,1.886014884218068,-2.4832583954909326,-10.536036180557469,-6.034173938537711
3.6757500171661377,1.6845889261164095,-2.5341490692626394,-13.428516733471394,-3.392741783440327
3.6917471885681152,1.2221449513276688,-2.5116244553411984,-28.90785896884085,1.4080372933090255
3.707757472991944,0.9776613054859776,-2.422038313570487,-15.270412403031756,5.595537180924792
3.722745895385742,0.7328275177652499,-2.2759811179174223,-16.334860420134877,9.744667705221138
3.7427496910095215,0.269335530839552,-1.8035207615809057,-23.17020207778602,23.61853546308404
3.760754346847534,0.0411554176560528,-1.471665701926996,-12.673394883880492,18.43162472193853
3.776747465133667,-0.4781485889516791,-0.4846068238066189,-32.470466191574786,61.71772511532216
3.7927539348602295,-0.8083451455241085,0.2327580192421477,-20.62894330937153,44.817180509098165
3.807749748229981,-1.089505657838031,0.8457150345455918,-18.74926723755244,40.87520964617226
3.822754621505737,-1.3079572336755094,1.2952631070211476,-14.558708482425324,29.960137897457905
3.839754343032837,-1.628150117481501,1.953637967369436,-18.835184052607296,38.7285673649865
3.853753566741944,-1.7449159444724591,2.222318284185022,-8.34087870993894,19.192515413609048
3.868754148483277,-1.8409987233973828,2.4578770985854552,-6.40527018096734,15.703311942320708
3.886749267578125,-1.957336640551387,2.8865710273817684,-6.464970670147309,23.822789198379528
3.9347548484802246,-1.963178107804824,-2.721568145937142,1.4013586289626108,18.10539278575093
3.9507460594177246,-1.9393094409425904,-2.593464532371071,1.492611594926828,8.01087635368894
3.9667460918426514,-1.907132556661816,-2.482730791810841,2.0110511920366583,6.920844759521612
3.98674750328064,-1.8269477093605,-2.3143209496684216,4.008959445183092,8.41989789893337
4.005748510360718,-1.7719524455393978,-2.256826737885179,2.8943341576227697,3.0258507636431164
4.025753974914551,-1.6236964711473167,-2.174729834529906,7.410773890960482,4.103723916750671
4.0407469272613525,-1.5297615436759269,-2.1512580842680418,6.265272195801232,1.5655188997430374
4.057746410369873,-1.30360376534193,-2.120892703045504,13.303803232737224,1.786253207152984
4.073746919631958,-1.1717983818900752,-2.1022056522830788,8.237574272975337,1.1679034995908772
4.088756322860718,-1.0334464060252833,-2.076078771037474,9.217686656568295,1.7407008691419517
4.1037468910217285,-0.8852649949699622,-2.032159693926628,9.884976304015542,2.929780688705075
4.120746612548828,-0.5978423135965047,-1.863678170377443,16.90749350895372,9.910840202917756
4.135746479034424,-0.4702656644938578,-1.721760523676586,8.505185644496109,9.4612606610292
